,index,source,timestamp,values,act
23498,187847,accelerometer,2017-06-30 13:19:35.427,"['-1.1563263', '-3.79422', '7.9877167']",In computer
23513,187862,accelerometer,2017-06-30 13:19:58.773,"['-5.722061', '-10.842026', '1.9460754']",In computer
23544,187893,accelerometer,2017-06-30 13:20:59.154,"['1.1368408', '-9.174347', '-2.5629425']",In computer
23565,187914,accelerometer,2017-06-30 13:21:29.022,"['-8.75145', '-8.432144', '2.9284058']",In computer
23584,187933,accelerometer,2017-06-30 13:21:38.315,"['-9.062103', '-5.782242', '-6.4729004']",In computer
23605,187954,accelerometer,2017-06-30 13:21:43.466,"['-7.428528', '-4.131912', '-1.8402405']",In computer
23621,187970,accelerometer,2017-06-30 13:21:58.508,"['-10.954834', '-2.1315613', '-1.853653']",In computer
23643,187992,accelerometer,2017-06-30 13:22:03.648,"['-7.380295', '-5.0248413', '-5.439926']",In computer
23656,188005,accelerometer,2017-06-30 13:22:08.794,"['-2.9872894', '-4.549103', '-2.2917938']",In computer
23678,188027,accelerometer,2017-06-30 13:22:13.939,"['-3.9898682', '-5.5362396', '-4.1457367']",In computer
23694,188043,accelerometer,2017-06-30 13:22:25.816,"['-6.788452', '-4.546829', '-4.055725']",In computer
23714,188063,accelerometer,2017-06-30 13:22:30.964,"['-6.842911', '-3.0969086', '-4.988495']",In computer
23725,188073,accelerometer,2017-06-30 13:22:35.968,"['-5.998947', '-6.236664', '-4.8401794']",In computer
23748,188097,accelerometer,2017-06-30 13:22:41.254,"['-6.5891266', '-5.945526', '-5.0032196']",In computer
23765,188114,accelerometer,2017-06-30 13:22:59.072,"['-7.98555', '-7.1443024', '-5.222885']",In computer
23784,188133,accelerometer,2017-06-30 13:23:26.000,"['-6.7321777', '-4.1218567', '-4.4209595']",In computer
23805,188154,accelerometer,2017-06-30 13:23:50.132,"['-5.901993', '-3.9762878', '-3.2902985']",In computer
23823,188172,accelerometer,2017-06-30 13:23:55.266,"['-4.254059', '-4.9101562', '-4.7222595']",In computer
23838,188187,accelerometer,2017-06-30 13:24:00.268,"['1.0170135', '1.0196838', '8.700821']",In computer
23859,188207,accelerometer,2017-06-30 13:24:58.582,"['-7.267761', '-3.6733093', '-5.316742']",In computer
23878,188227,accelerometer,2017-06-30 13:25:58.577,"['-5.37323', '-5.056671', '-6.2149353']",In computer
23893,188242,accelerometer,2017-06-30 13:26:17.763,"['-6.78833', '-6.875305', '-5.0185547']",In computer
23910,188259,accelerometer,2017-06-30 13:26:22.903,"['-5.4309235', '-5.260788', '-4.744293']",In computer
23932,188281,accelerometer,2017-06-30 13:26:58.746,"['-6.7399597', '-6.0921783', '-6.1568756']",In computer
23949,188298,accelerometer,2017-06-30 13:27:58.849,"['-6.0319977', '-4.2282867', '-6.4483643']",In computer
23963,188312,accelerometer,2017-06-30 13:30:01.461,"['-9.148285', '-3.3917542', '1.0621185']",In computer
24121,188470,accelerometer,2017-06-30 14:00:40.229,"['0.8057251', '-6.040222', '6.446686']",Work
24322,188671,accelerometer,2017-06-30 14:00:45.247,"['2.382904', '-9.365768', '-1.2249451']",Work
24327,188676,accelerometer,2017-06-30 14:00:50.275,"['0.36543274', '-9.11174', '3.42424']",Work
24338,188687,accelerometer,2017-06-30 14:00:55.420,"['2.5180664', '-7.236603', '6.2709503']",Work
24447,188796,accelerometer,2017-06-30 14:05:17.176,"['-1.3654633', '-4.0809174', '9.397064']",In computer
24491,188839,accelerometer,2017-06-30 14:05:24.808,"['-4.163208', '-3.605072', '8.123703']",In computer
24555,188904,accelerometer,2017-06-30 14:07:58.940,"['7.0691986', '-8.881897', '-0.20596313']",In computer
24578,188927,accelerometer,2017-06-30 14:08:58.408,"['7.2428894', '-2.8789062', '6.3585815']",In computer
24587,188936,accelerometer,2017-06-30 14:09:08.458,"['-9.074432', '-4.4806366', '0.17829895']",In computer
24596,188945,accelerometer,2017-06-30 14:09:17.557,"['6.398224', '5.487503', '4.6503143']",In computer
24605,188954,accelerometer,2017-06-30 14:09:22.700,"['-9.414169', '-1.8817291', '1.1454468']",In computer
24615,188964,accelerometer,2017-06-30 14:09:27.846,"['-8.631378', '-0.8973541', '1.7463837']",In computer
24624,188973,accelerometer,2017-06-30 14:09:35.768,"['-9.697037', '-2.0445251', '1.7797852']",In computer
24645,188994,accelerometer,2017-06-30 14:09:47.836,"['-6.443802', '-4.5007477', '-6.7502747']",In computer
24656,189005,accelerometer,2017-06-30 14:09:55.952,"['-0.9461212', '-9.241379', '-0.9906616']",In computer
24665,189014,accelerometer,2017-06-30 14:10:01.093,"['3.3559113', '-8.790802', '4.7191467']",In computer
24680,189029,accelerometer,2017-06-30 14:10:18.027,"['1.5393066', '-7.4440613', '6.32135']",In computer
24686,189035,accelerometer,2017-06-30 14:11:00.650,"['1.3505249', '-7.5242615', '6.218994']",In computer
24766,189115,accelerometer,2017-06-30 14:30:48.928,"['-6.834778', '-0.9232025', '6.550827']",In computer
24817,189166,accelerometer,2017-06-30 14:30:54.123,"['-6.708603', '-1.6048431', '7.000458']",In computer
24825,189174,accelerometer,2017-06-30 14:30:59.151,"['-6.709076', '-1.6033936', '6.989929']",In computer
24838,189187,accelerometer,2017-06-30 14:31:04.296,"['-6.704529', '-1.6156158', '6.9985504']",In computer
24849,189198,accelerometer,2017-06-30 14:31:09.482,"['-6.6868134', '-1.6282959', '7.0026245']",In computer
24858,189207,accelerometer,2017-06-30 14:31:14.627,"['-6.693985', '-1.624466', '6.9987946']",In computer
24867,189216,accelerometer,2017-06-30 14:31:19.776,"['-6.694229', '-1.6314087', '7.001419']",In computer
24878,189227,accelerometer,2017-06-30 14:31:24.918,"['-6.6880035', '-1.6393127', '7.0035706']",In computer
24893,189242,accelerometer,2017-06-30 14:31:53.646,"['3.6187897', '-7.8264008', '-6.012497']",In computer
24902,189251,accelerometer,2017-06-30 14:31:58.647,"['-0.8732147', '1.131012', '9.489716']",In computer
24913,189262,accelerometer,2017-06-30 14:32:12.204,"['0.5370941', '-11.091141', '3.7607574']",In computer
24932,189281,accelerometer,2017-06-30 14:32:58.957,"['-5.6713104', '-5.4656067', '3.683426']",In computer
24971,189320,accelerometer,2017-06-30 14:34:58.357,"['-1.1462708', '-7.4567413', '3.6035767']",In computer
25004,189353,accelerometer,2017-06-30 14:35:59.027,"['-6.8291473', '-10.095398', '-0.6010132']",In computer
25016,189365,accelerometer,2017-06-30 14:36:04.328,"['-8.678909', '0.4812317', '1.0265656']",In computer
25036,189385,accelerometer,2017-06-30 14:36:09.471,"['-9.718231', '-0.55307007', '1.7728424']",In computer
25057,189406,accelerometer,2017-06-30 14:36:14.615,"['-8.380234', '0.7184906', '0.5146942']",In computer
25077,189426,accelerometer,2017-06-30 14:36:19.766,"['-12.002899', '0.65911865', '0.5630493']",In computer
25098,189447,accelerometer,2017-06-30 14:36:24.910,"['-7.5925446', '-1.8738251', '2.212906']",In computer
25120,189469,accelerometer,2017-06-30 14:36:30.056,"['-13.034561', '-1.1802216', '3.700531']",In computer
25140,189489,accelerometer,2017-06-30 14:36:35.201,"['-8.2131195', '1.5405426', '0.2559967']",In computer
25160,189509,accelerometer,2017-06-30 14:36:40.346,"['-9.630478', '-0.7870941', '0.7372284']",In computer
25181,189530,accelerometer,2017-06-30 14:36:45.491,"['-11.262131', '-4.118149', '2.7921753']",In computer
25200,189549,accelerometer,2017-06-30 14:36:50.638,"['-8.419846', '0.628952', '1.6036987']",In computer
25222,189571,accelerometer,2017-06-30 14:36:55.781,"['-10.698532', '1.2172089', '0.09547424']",In computer
25244,189593,accelerometer,2017-06-30 14:37:00.928,"['-9.104843', '-0.51068115', '1.9852142']",In computer
25263,189612,accelerometer,2017-06-30 14:37:06.072,"['-12.630173', '-1.4810638', '2.8642426']",In computer
25284,189633,accelerometer,2017-06-30 14:37:11.218,"['-6.775879', '1.5095367', '0.5622101']",In computer
25304,189653,accelerometer,2017-06-30 14:37:16.365,"['-11.448883', '-1.4246674', '1.7167053']",In computer
25321,189670,accelerometer,2017-06-30 14:37:21.519,"['-10.333298', '-4.2231293', '7.190811']",In computer
25339,189688,accelerometer,2017-06-30 14:37:27.843,"['-5.6638794', '-5.644211', '-2.2205658']",In computer
25357,189706,accelerometer,2017-06-30 14:37:32.992,"['-13.174622', '-1.4514923', '2.692215']",In computer
25378,189727,accelerometer,2017-06-30 14:37:38.135,"['-10.2374115', '-3.2269135', '3.9178162']",In computer
25399,189748,accelerometer,2017-06-30 14:37:43.279,"['-13.916336', '-1.3668518', '2.4956512']",In computer
25420,189769,accelerometer,2017-06-30 14:37:48.425,"['-11.889175', '1.1947021', '0.7693176']",In computer
25440,189789,accelerometer,2017-06-30 14:37:58.153,"['-11.20491', '0.5300751', '1.7351379']",In computer
25461,189810,accelerometer,2017-06-30 14:38:03.266,"['-8.222214', '0.7639923', '0.91607666']",In computer
25478,189827,accelerometer,2017-06-30 14:38:10.030,"['-11.751862', '1.0826569', '1.023819']",In computer
25497,189846,accelerometer,2017-06-30 14:38:23.017,"['-6.938568', '-1.8683167', '1.9708405']",In computer
25517,189866,accelerometer,2017-06-30 14:38:28.205,"['-11.40889', '0.7922363', '1.28862']",In computer
25539,189888,accelerometer,2017-06-30 14:38:58.298,"['-11.853378', '-2.5268402', '4.5551453']",In computer
25553,189902,accelerometer,2017-06-30 14:39:06.401,"['-13.191147', '0.029327393', '2.1332855']",In computer
25568,189917,accelerometer,2017-06-30 14:39:11.403,"['-11.51712', '-3.8122864', '2.280899']",In computer
25587,189936,accelerometer,2017-06-30 14:39:16.548,"['-7.688904', '1.2498932', '-0.0031738281']",In computer
25596,189945,accelerometer,2017-06-30 14:39:23.308,"['-6.326477', '-0.41911316', '4.1210785']",In computer
25620,189969,accelerometer,2017-06-30 14:39:30.599,"['-10.841461', '-0.5087738', '1.7924805']",In computer
25638,189987,accelerometer,2017-06-30 14:39:35.746,"['-11.355377', '1.9755707', '0.7320862']",In computer
25662,190011,accelerometer,2017-06-30 14:39:44.849,"['-9.627731', '0.5195465', '1.7443542']",In computer
25682,190031,accelerometer,2017-06-30 14:39:54.941,"['-12.722107', '-2.355545', '2.8344421']",In computer
25699,190048,accelerometer,2017-06-30 14:40:00.224,"['-10.216217', '-1.1065979', '1.4280853']",In computer
25720,190069,accelerometer,2017-06-30 14:40:08.800,"['-10.505203', '-0.597229', '1.5535278']",In computer
25739,190088,accelerometer,2017-06-30 14:40:13.942,"['-12.07077', '-3.0208893', '2.960373']",In computer
25760,190109,accelerometer,2017-06-30 14:40:19.086,"['-11.740494', '-3.2078705', '2.7754211']",In computer
25772,190121,accelerometer,2017-06-30 14:40:24.825,"['-10.270691', '0.6331482', '-0.37522888']",In computer
25796,190145,accelerometer,2017-06-30 14:40:31.949,"['-12.653885', '0.36187744', '1.6397247']",In computer
25814,190163,accelerometer,2017-06-30 14:40:43.030,"['-10.076767', '-0.743042', '-0.062194824']",In computer
25835,190184,accelerometer,2017-06-30 14:40:52.136,"['-9.970337', '-1.2619934', '2.665039']",In computer
25855,190204,accelerometer,2017-06-30 14:40:57.280,"['-9.528854', '-0.6546936', '1.4224548']",In computer
25874,190223,accelerometer,2017-06-30 14:41:02.423,"['-9.399796', '0.24995422', '0.32769775']",In computer
25894,190243,accelerometer,2017-06-30 14:41:07.568,"['-7.013977', '-1.027832', '0.22738647']",In computer
25914,190263,accelerometer,2017-06-30 14:41:12.712,"['-11.345322', '-0.45561218', '1.340332']",In computer
25931,190280,accelerometer,2017-06-30 14:41:17.859,"['-12.03714', '0.2659912', '0.727417']",In computer
25946,190295,accelerometer,2017-06-30 14:41:23.003,"['-11.718582', '0.46388245', '0.92074585']",In computer
25962,190311,accelerometer,2017-06-30 14:41:34.088,"['-5.333008', '-5.6239777', '-4.865204']",In computer
25971,190320,accelerometer,2017-06-30 14:41:39.233,"['-5.2197723', '-1.2854462', '7.692276']",In computer
25983,190332,accelerometer,2017-06-30 14:41:47.345,"['-9.457138', '0.8374939', '2.0262756']",In computer
25992,190341,accelerometer,2017-06-30 14:41:56.644,"['-9.171509', '0.8729248', '0.97102356']",In computer
26009,190358,accelerometer,2017-06-30 14:42:12.092,"['-9.492569', '0.5274353', '1.2014618']",In computer
26021,190370,accelerometer,2017-06-30 14:42:17.225,"['-9.490662', '0.3240509', '1.1478424']",In computer
26036,190385,accelerometer,2017-06-30 14:42:30.291,"['-11.35083', '0.74961853', '1.5396423']",In computer
26044,190393,accelerometer,2017-06-30 14:42:38.991,"['-1.4032898', '-7.7576904', '-5.8789062']",In computer
26072,190421,accelerometer,2017-06-30 14:43:53.011,"['-4.368271', '-8.702805', '-0.2190094']",In computer
26083,190432,accelerometer,2017-06-30 14:43:58.622,"['-4.401657', '-8.516418', '0.06278992']",In computer
26095,190444,accelerometer,2017-06-30 14:44:03.767,"['-4.4817505', '-8.450821', '0.100494385']",In computer
26107,190456,accelerometer,2017-06-30 14:44:10.999,"['-4.3823853', '-8.557724', '0.34291077']",In computer
26117,190466,accelerometer,2017-06-30 14:44:16.174,"['-4.1073', '-8.813187', '-0.08566284']",In computer
26130,190479,accelerometer,2017-06-30 14:44:26.986,"['-3.9594574', '-8.845505', '-5.340576E-4']",In computer
26142,190491,accelerometer,2017-06-30 14:44:32.164,"['-3.5724335', '-9.235397', '-0.36793518']",In computer
26152,190501,accelerometer,2017-06-30 14:44:37.310,"['-3.5789032', '-9.109467', '0.11282349']",In computer
26160,190509,accelerometer,2017-06-30 14:44:42.455,"['-4.1930084', '-8.826462', '0.39222717']",In computer
26169,190518,accelerometer,2017-06-30 14:44:57.492,"['-3.7610931', '-9.043625', '-0.2019043']",In computer
26178,190527,accelerometer,2017-06-30 14:45:02.660,"['-3.6429443', '-8.90416', '-0.8468933']",In computer
26192,190541,accelerometer,2017-06-30 14:45:56.546,"['0.07621765', '-8.516663', '-4.8367004']",In computer
26202,190551,accelerometer,2017-06-30 14:46:01.671,"['2.034546', '-9.601593', '-0.8526459']",In computer
26222,190571,accelerometer,2017-06-30 14:47:54.696,"['1.1950226', '-9.129578', '4.0134583']",In computer
26228,190577,accelerometer,2017-06-30 14:47:59.914,"['1.1582794', '-8.135742', '5.4408875']",In computer
26239,190587,accelerometer,2017-06-30 14:48:04.940,"['1.2769012', '-8.059479', '5.542282']",In computer
26256,190605,accelerometer,2017-06-30 14:48:59.229,"['1.197052', '-9.571655', '1.6652222']",In computer
26273,190622,accelerometer,2017-06-30 14:49:32.186,"['-0.74739075', '-9.18512', '3.6828156']",In computer
26289,190638,accelerometer,2017-06-30 14:49:58.401,"['1.2559509', '-6.5238495', '-8.1800995']",In computer
26300,190649,accelerometer,2017-06-30 14:51:01.694,"['-0.1164093', '-9.3506775', '-3.3423615']",In computer
26388,190737,accelerometer,2017-06-30 15:19:46.541,"['2.9024506', '1.7523193', '7.6042786']",Walk
26618,190967,accelerometer,2017-06-30 15:19:52.237,"['3.4016418', '2.185669', '8.522461']",Walk
26626,190975,accelerometer,2017-06-30 15:19:58.705,"['-13.572174', '-1.1828613', '1.375534']",Walk
26653,191002,accelerometer,2017-06-30 15:20:58.674,"['-12.63269', '-0.6130371', '4.193268']",Walk
26673,191022,accelerometer,2017-06-30 15:21:58.462,"['-7.444214', '1.2898712', '1.3658295']",Walk
26691,191040,accelerometer,2017-06-30 15:22:03.571,"['-9.491135', '0.6306305', '1.1616058']",Walk
26719,191068,accelerometer,2017-06-30 15:22:58.997,"['-9.681351', '1.7770996', '0.23109436']",Walk
26754,191103,accelerometer,2017-06-30 15:23:58.363,"['-3.0673828', '-8.757156', '2.656311']",Walk
26771,191120,accelerometer,2017-06-30 15:24:03.488,"['-0.18188477', '-11.893082', '1.3141174']",Shop
26790,191139,accelerometer,2017-06-30 15:24:08.637,"['-0.46931458', '-12.395508', '2.9618073']",Shop
26810,191159,accelerometer,2017-06-30 15:24:13.777,"['-10.21431', '-2.4881744', '6.1306458']",Shop
26828,191177,accelerometer,2017-06-30 15:24:18.923,"['-0.41867065', '-9.027573', '3.6387634']",Shop
26843,191192,accelerometer,2017-06-30 15:24:24.072,"['-7.2009735', '-0.7912903', '0.7366333']",Shop
26864,191213,accelerometer,2017-06-30 15:24:29.214,"['-7.665436', '0.43502808', '1.4341888']",Shop
26883,191232,accelerometer,2017-06-30 15:24:34.357,"['-12.838226', '-2.6549377', '0.4300537']",Shop
26901,191250,accelerometer,2017-06-30 15:24:39.502,"['-6.329834', '-6.098282', '4.778412']",Shop
26919,191268,accelerometer,2017-06-30 15:24:44.646,"['-4.7227325', '-8.135376', '0.3396759']",Shop
26931,191280,accelerometer,2017-06-30 15:24:49.794,"['-0.6370239', '-6.8135376', '-7.474884']",Shop
26939,191288,accelerometer,2017-06-30 15:24:54.938,"['3.4465332', '-5.754471', '-8.121323']",Shop
26949,191298,accelerometer,2017-06-30 15:25:00.083,"['-8.645035', '-3.5618591', '-0.49900818']",Shop
26965,191314,accelerometer,2017-06-30 15:25:05.230,"['-7.1300964', '-5.9467163', '-2.965042']",Shop
26977,191326,accelerometer,2017-06-30 15:25:10.375,"['-8.689682', '-2.193451', '0.21888733']",Shop
26994,191343,accelerometer,2017-06-30 15:25:15.521,"['0.8813782', '-9.983826', '-3.2905273']",Shop
27011,191360,accelerometer,2017-06-30 15:25:20.670,"['0.6483154', '-9.718185', '-0.7184448']",Shop
27022,191371,accelerometer,2017-06-30 15:25:25.810,"['0.24536133', '-9.775284', '-0.49996948']",Shop
27031,191380,accelerometer,2017-06-30 15:25:30.994,"['0.2086029', '-8.39563', '-5.213684']",Shop
27042,191391,accelerometer,2017-06-30 15:25:36.140,"['-0.3864746', '-8.895782', '-1.2884979']",Shop
27050,191399,accelerometer,2017-06-30 15:25:41.285,"['6.6611023', '1.5677185', '6.9829865']",Shop
27058,191407,accelerometer,2017-06-30 15:25:46.430,"['8.558029', '-2.3234558', '-5.036392']",Shop
27066,191415,accelerometer,2017-06-30 15:25:58.305,"['9.583954', '-0.9587555', '-3.7400513']",Shop
27084,191433,accelerometer,2017-06-30 15:26:58.505,"['-8.64946', '-5.07164', '3.5751953']",Shop
27115,191464,accelerometer,2017-06-30 15:27:59.050,"['-8.784973', '2.822647', '1.5541382']",Shop
27125,191474,accelerometer,2017-06-30 15:28:07.133,"['-9.552551', '-0.13719177', '0.5034332']",Shop
27142,191491,accelerometer,2017-06-30 15:28:12.285,"['-7.678131', '-2.3843842', '-1.1648407']",Shop
27157,191506,accelerometer,2017-06-30 15:28:25.539,"['-8.817047', '-2.466034', '2.9106903']",Shop
27169,191518,accelerometer,2017-06-30 15:28:36.030,"['-10.117218', '0.6295471', '2.9201508']",Shop
27175,191524,accelerometer,2017-06-30 15:28:41.171,"['-1.6878357', '-9.296814', '-2.328659']",Shop
27184,191533,accelerometer,2017-06-30 15:28:46.514,"['-1.7103424', '-9.467392', '-1.6005859']",Shop
27193,191542,accelerometer,2017-06-30 15:28:58.779,"['-1.3757477', '-9.382278', '-1.8268433']",Shop
27223,191572,accelerometer,2017-06-30 15:30:58.698,"['-2.752777', '-8.783737', '-3.1387482']",Shop
27231,191580,accelerometer,2017-06-30 15:31:03.834,"['-2.9671783', '-8.672165', '-3.201706']",Shop
27253,191602,accelerometer,2017-06-30 15:31:58.350,"['-3.5580597', '-8.485901', '-3.0818787']",Shop
27270,191619,accelerometer,2017-06-30 15:32:58.340,"['-3.1122742', '-8.850281', '-2.3565521']",Shop
27301,191650,accelerometer,2017-06-30 15:34:59.475,"['-3.0594788', '-8.229706', '-4.245697']",Walk
27313,191662,accelerometer,2017-06-30 15:35:58.797,"['-1.0143433', '-9.321472', '-2.825943']",Walk
27330,191679,accelerometer,2017-06-30 15:37:00.830,"['-2.6309052', '-8.56778', '-3.6708527']",Walk
27411,191760,accelerometer,2017-06-30 16:03:02.362,"['-2.35701', '-8.076492', '-5.090378']",Work
27530,191879,accelerometer,2017-06-30 16:03:07.367,"['-0.9420471', '-9.098221', '-3.3144836']",Work
27541,191890,accelerometer,2017-06-30 16:03:58.299,"['-3.5794983', '-8.67276', '-2.2960968']",Work
27559,191908,accelerometer,2017-06-30 16:04:58.854,"['-2.4467926', '-8.193558', '-4.7460938']",Work
27576,191925,accelerometer,2017-06-30 16:05:55.311,"['-2.9125977', '-8.694061', '-3.3113708']",Work
27586,191934,accelerometer,2017-06-30 16:06:00.385,"['-2.7052612', '-7.2635345', '-5.8994904']",Work
27599,191948,accelerometer,2017-06-30 16:06:58.820,"['-2.281845', '-7.5322876', '-6.068161']",Work
27616,191965,accelerometer,2017-06-30 16:07:58.676,"['-1.1818237', '-9.207153', '-3.1247406']",Work
27649,191998,accelerometer,2017-06-30 16:10:23.293,"['-5.7188416', '-2.241455', '7.6983643']",Work
27654,192002,accelerometer,2017-06-30 16:10:47.729,"['-5.625946', '-2.687729', '7.6395874']",Work
27675,192024,accelerometer,2017-06-30 16:10:58.839,"['-5.890259', '-3.0636292', '5.443283']",Work
27696,192045,accelerometer,2017-06-30 16:11:58.427,"['-5.184799', '-5.1522064', '4.9166718']",Work
27720,192069,accelerometer,2017-06-30 16:12:58.840,"['-11.347717', '-1.5370789', '-0.8514404']",Work
27735,192084,accelerometer,2017-06-30 16:13:39.344,"['-12.255478', '-4.151306', '3.5840607']",Work
27743,192092,accelerometer,2017-06-30 16:13:44.345,"['-14.527344', '-1.4487305', '4.035721']",Work
27754,192103,accelerometer,2017-06-30 16:13:59.398,"['3.082016', '-3.3693695', '-1.5447998']",Work
27780,192129,accelerometer,2017-06-30 16:14:55.825,"['-13.779633', '0.6024933', '-0.15509033']",Work
27805,192154,accelerometer,2017-06-30 16:15:59.254,"['-3.5654907', '-7.9663544', '-4.2916718']",Work
27826,192175,accelerometer,2017-06-30 16:16:58.586,"['-9.49617', '-1.9223022', '0.96647644']",Work
27843,192192,accelerometer,2017-06-30 16:17:58.667,"['-1.7334442', '-9.200806', '-3.7972717']",Work
27862,192211,accelerometer,2017-06-30 16:18:58.363,"['2.6960754', '-9.336426', '1.2711334']",Work
27872,192220,accelerometer,2017-06-30 16:19:18.705,"['4.19783', '-8.890396', '1.4119263']",Work
27885,192234,accelerometer,2017-06-30 16:19:35.608,"['-4.15123', '-7.7566223', '-6.0828857']",Work
27912,192261,accelerometer,2017-06-30 16:20:15.443,"['-6.452423', '-5.2469025', '5.064987']",Work
27921,192270,accelerometer,2017-06-30 16:20:20.600,"['-10.852005', '-2.6105194', '2.3861237']",Work
27936,192285,accelerometer,2017-06-30 16:20:58.820,"['-9.255188', '-1.7252655', '2.2662964']",Work
27945,192294,accelerometer,2017-06-30 16:21:22.253,"['-2.1126862', '-8.914215', '-2.8545532']",Work
27967,192316,accelerometer,2017-06-30 16:21:58.401,"['-7.8623657', '-5.055359', '1.5311584']",Work
28001,192350,accelerometer,2017-06-30 16:22:58.566,"['3.5449371', '-8.993698', '2.06398']",Work
28014,192363,accelerometer,2017-06-30 16:23:58.313,"['3.5488892', '-9.008072', '1.7309418']",Work
28032,192381,accelerometer,2017-06-30 16:24:58.943,"['-9.278061', '-5.522354', '-1.7088013']",Work
28051,192400,accelerometer,2017-06-30 16:25:58.335,"['-10.413269', '-1.7355652', '0.7299347']",Work
28079,192428,accelerometer,2017-06-30 16:26:25.650,"['0.55685425', '-7.218048', '6.5485535']",Work
28094,192443,accelerometer,2017-06-30 16:26:58.881,"['-8.032227', '-1.1676636', '0.37893677']",Work
28112,192461,accelerometer,2017-06-30 16:27:59.081,"['-9.461807', '-1.9002838', '0.42970276']",Work
28139,192488,accelerometer,2017-06-30 16:28:58.831,"['-6.0246887', '-7.7737427', '0.9426575']",Work
28154,192503,accelerometer,2017-06-30 16:29:35.417,"['-2.4387817', '-6.2206116', '-7.225769']",Work
28167,192516,accelerometer,2017-06-30 16:29:58.974,"['-0.83358765', '-5.2902374', '-8.184647']",Work
28191,192540,accelerometer,2017-06-30 16:30:58.413,"['-5.4025574', '-7.515396', '-2.8109741']",Work
28208,192557,accelerometer,2017-06-30 16:31:25.825,"['3.362854', '-4.9561157', '7.9170837']",Work
28216,192565,accelerometer,2017-06-30 16:31:30.991,"['-5.0616302', '-5.352844', '6.5085754']",Work
28221,192569,accelerometer,2017-06-30 16:31:41.384,"['-5.0039215', '-3.8288116', '6.5604095']",Work
28276,192625,accelerometer,2017-06-30 16:35:58.990,"['-1.7188416', '-3.161789', '9.264191']",Walk
28463,192812,accelerometer,2017-06-30 16:45:32.002,"['-4.907074', '-3.9651642', '-9.137421']",Train
28486,192835,accelerometer,2017-06-30 16:45:37.002,"['-4.511078', '-1.6990509', '3.0902557']",Train
28500,192849,accelerometer,2017-06-30 16:45:42.157,"['0.72372437', '-7.0657654', '-3.964737']",Train
28518,192867,accelerometer,2017-06-30 16:45:47.303,"['3.4804077', '-9.674973', '-2.3790588']",Train
28532,192881,accelerometer,2017-06-30 16:45:52.444,"['2.4351044', '-9.360733', '-1.2799988']",Train
28542,192891,accelerometer,2017-06-30 16:45:57.587,"['2.6461487', '-9.30603', '-1.1315613']",Train
28554,192903,accelerometer,2017-06-30 16:46:03.031,"['2.6302338', '-9.469788', '-0.06410217']",Train
28561,192910,accelerometer,2017-06-30 16:46:09.305,"['2.9342804', '-9.33403', '0.2970581']",Train
28577,192926,accelerometer,2017-06-30 16:46:33.609,"['2.7258759', '-9.410767', '-0.9553528']",Train
28593,192942,accelerometer,2017-06-30 16:46:58.369,"['2.671646', '-9.060379', '-2.5071564']",Train
28610,192959,accelerometer,2017-06-30 16:49:01.532,"['2.4267273', '-9.016205', '-3.039383']",Train
28751,193100,accelerometer,2017-06-30 17:22:02.576,"['-0.14537048', '-9.729675', '-0.7568817']",Walk
28896,193245,accelerometer,2017-06-30 17:22:07.692,"['-0.14393616', '-9.720459', '-0.98635864']",Walk
28904,193253,accelerometer,2017-06-30 17:22:12.754,"['-0.1458435', '-9.724045', '-0.97509766']",Walk
28912,193261,accelerometer,2017-06-30 17:22:17.781,"['-0.13578796', '-9.72789', '-0.9825287']",Walk
28972,193321,accelerometer,2017-06-30 17:26:48.293,"['-0.15782166', '-9.7061', '-1.0885773']",At home
28997,193346,accelerometer,2017-06-30 17:28:26.197,"['0.8636627', '-8.694061', '3.4568024']",At home
29007,193356,accelerometer,2017-06-30 17:28:31.329,"['-0.46954346', '-9.7625885', '-0.06578064']",At home
29042,193391,accelerometer,2017-06-30 17:31:11.094,"['-0.46810913', '-9.750381', '-0.14311218']",At home
29121,193470,accelerometer,2017-06-30 17:37:26.611,"['-1.9666443', '-6.241211', '7.4103546']",At home
29131,193480,accelerometer,2017-06-30 17:37:31.687,"['-2.0628815', '-6.229233', '7.3871307']",At home
29150,193499,accelerometer,2017-06-30 17:39:36.758,"['-3.9569397', '-7.711014', '4.5255737']",At home
29194,193543,accelerometer,2017-06-30 17:57:23.358,"['0.004623413', '-8.361389', '-5.1128845']",At home
29279,193628,accelerometer,2017-06-30 17:57:59.180,"['-6.5728455', '-6.2276764', '-3.1170807']",At home
29292,193641,accelerometer,2017-06-30 17:58:04.187,"['-5.8148346', '-5.1800995', '4.0620575']",At home
29313,193662,accelerometer,2017-06-30 17:58:17.143,"['-8.64563', '-0.04081726', '-2.585205']",At home
29331,193680,accelerometer,2017-06-30 17:58:58.625,"['-7.5489655', '-0.48243713', '-1.3141174']",At home
29355,193704,accelerometer,2017-06-30 17:59:36.037,"['-10.71936', '-0.48854065', '-1.5938873']",At home
29371,193720,accelerometer,2017-06-30 17:59:59.180,"['-13.658005', '-2.4399414', '-0.13641357']",At home
29395,193744,accelerometer,2017-06-30 18:00:18.975,"['-14.561935', '-3.3816986', '1.3946838']",At home
29404,193753,accelerometer,2017-06-30 18:00:24.112,"['-12.381775', '-4.54216', '1.4352722']",At home
29424,193773,accelerometer,2017-06-30 18:00:58.561,"['-15.969009', '-2.6821136', '-0.980011']",At home
