,index,source,timestamp,values,act
29451,193800,accelerometer,2017-06-30 18:01:58.521,"['-12.413025', '-4.462082', '3.1477203']",At home
29471,193820,accelerometer,2017-06-30 18:02:56.965,"['-5.4735413', '-6.8238373', '-4.8359985']",At home
29488,193837,accelerometer,2017-06-30 18:03:02.034,"['-6.1976776', '-8.061996', '-5.3115997']",At home
29512,193861,accelerometer,2017-06-30 18:03:58.843,"['-8.510361', '-7.6630096', '-6.502716']",At home
29593,193942,accelerometer,2017-06-30 18:07:58.475,"['-3.9667664', '-4.972519', '-2.3924713']",At home
29677,194026,accelerometer,2017-06-30 18:08:50.832,"['-5.8803253', '-6.881653', '-4.272873']",At home
29686,194035,accelerometer,2017-06-30 18:08:55.916,"['-5.645218', '-4.209732', '-2.631775']",At home
29711,194060,accelerometer,2017-06-30 18:09:36.092,"['-4.8737946', '-4.155014', '-3.1091766']",At home
29725,194074,accelerometer,2017-06-30 18:09:59.058,"['-9.035156', '-7.2832794', '-5.652893']",At home
29743,194092,accelerometer,2017-06-30 18:10:58.623,"['-4.190384', '-3.8515625', '-3.1392212']",At home
29767,194116,accelerometer,2017-06-30 18:11:19.791,"['-3.3399658', '-4.8561707', '-2.4644165']",At home
29785,194134,accelerometer,2017-06-30 18:11:24.924,"['-4.1689453', '-2.9307404', '-3.33638']",At home
29802,194151,accelerometer,2017-06-30 18:11:58.973,"['-8.332947', '-4.763382', '-5.762787']",At home
29827,194176,accelerometer,2017-06-30 18:12:58.349,"['-9.331085', '-5.1593933', '-4.969223']",At home
29852,194201,accelerometer,2017-06-30 18:13:59.015,"['-5.717285', '-4.2837067', '-2.869995']",At home
29869,194218,accelerometer,2017-06-30 18:14:04.021,"['-9.944122', '-6.375641', '-4.724777']",At home
29893,194242,accelerometer,2017-06-30 18:14:58.450,"['-8.887924', '-7.399399', '-6.2422333']",At home
29918,194267,accelerometer,2017-06-30 18:15:58.798,"['-7.1339264', '-3.7383118', '-3.2197876']",At home
29942,194291,accelerometer,2017-06-30 18:16:48.267,"['-7.1864777', '-3.605072', '-3.7232819']",At home
29955,194304,accelerometer,2017-06-30 18:16:54.002,"['-3.4150085', '-7.23349', '-4.550598']",At home
29965,194314,accelerometer,2017-06-30 18:16:59.048,"['2.378952', '-8.209488', '-2.1048126']",At home
29972,194321,accelerometer,2017-06-30 18:17:06.179,"['2.9803772', '-11.418198', '-8.0780945']",At home
30005,194354,accelerometer,2017-06-30 18:17:58.436,"['-4.9057617', '-1.450882', '8.516113']",At home
30014,194363,accelerometer,2017-06-30 18:18:05.461,"['-1.6788635', '-8.899124', '2.9306793']",At home
30024,194373,accelerometer,2017-06-30 18:18:10.468,"['-1.0587616', '-3.4873962', '-8.989929']",At home
30035,194383,accelerometer,2017-06-30 18:18:15.475,"['-0.6206207', '-7.229538', '-6.965637']",At home
30044,194393,accelerometer,2017-06-30 18:18:20.483,"['0.3825531', '-6.8512573', '-6.663971']",At home
30058,194407,accelerometer,2017-06-30 18:18:59.139,"['0.62220764', '-9.553711', '-2.2107544']",At home
30162,194511,accelerometer,2017-06-30 18:22:59.122,"['-0.77049255', '-7.656662', '-6.028305']",At home
30174,194523,accelerometer,2017-06-30 18:23:32.608,"['0.2053833', '-6.4835052', '-7.4490204']",At home
30182,194531,accelerometer,2017-06-30 18:23:37.739,"['-1.0754089', '-6.691803', '-7.3196106']",At home
30192,194541,accelerometer,2017-06-30 18:23:58.895,"['-0.70022583', '-7.5399475', '-6.2471313']",At home
30240,194589,accelerometer,2017-06-30 18:26:58.447,"['0.8848572', '-9.307465', '-3.1387482']",At home
30258,194607,accelerometer,2017-06-30 18:28:00.839,"['-1.1138306', '-8.314468', '-5.2787933']",At home
30269,194618,accelerometer,2017-06-30 18:28:58.845,"['-1.2263489', '-8.1414795', '-5.257843']",At home
30287,194636,accelerometer,2017-06-30 18:29:57.980,"['1.0560455', '-7.32782', '-6.4763794']",At home
30292,194641,accelerometer,2017-06-30 18:30:02.988,"['8.914047', '-4.336746', '1.0072937']",At home
30317,194666,accelerometer,2017-06-30 18:31:00.159,"['2.279953', '-9.11496', '2.965271']",At home
30327,194676,accelerometer,2017-06-30 18:32:00.809,"['2.3489075', '-8.599258', '4.218399']",At home
30355,194704,accelerometer,2017-06-30 18:32:58.945,"['2.3987122', '-8.482178', '4.400116']",At home
30383,194732,accelerometer,2017-06-30 18:33:58.630,"['1.4320526', '-7.3748627', '-6.373184']",At home
30395,194744,accelerometer,2017-06-30 18:34:03.798,"['1.2801361', '-7.135681', '-6.7151947']",At home
30439,194788,accelerometer,2017-06-30 18:39:01.666,"['1.4459381', '-6.847061', '-6.9741364']",At home
30482,194831,accelerometer,2017-06-30 18:54:02.932,"['-3.9832764', '-4.5444336', '-7.027878']",In bus
30777,195126,accelerometer,2017-06-30 18:54:10.758,"['-8.171219', '-5.8407745', '-1.3015442']",In bus
30788,195137,accelerometer,2017-06-30 18:54:15.764,"['-9.284042', '-0.070877075', '-0.37080383']",In bus
30807,195156,accelerometer,2017-06-30 18:55:00.784,"['-9.567032', '-0.96199036', '0.59165955']",In bus
30820,195169,accelerometer,2017-06-30 18:55:58.640,"['-9.375015', '-1.2629395', '0.5585022']",In bus
30868,195217,accelerometer,2017-06-30 18:59:58.611,"['-9.527527', '0.8483887', '-0.2811432']",In bus
30882,195231,accelerometer,2017-06-30 19:00:39.739,"['-9.542969', '0.375885', '0.29873657']",In bus
30893,195242,accelerometer,2017-06-30 19:00:44.878,"['-9.005829', '-2.0186768', '-0.16957092']",In bus
30907,195256,accelerometer,2017-06-30 19:00:58.749,"['-9.920059', '-2.5167847', '-1.3533783']",In bus
30957,195306,accelerometer,2017-06-30 19:03:58.693,"['-8.05809', '-6.5285187', '-6.8681946']",In bus
30982,195331,accelerometer,2017-06-30 19:04:59.010,"['-5.704468', '-7.1377106', '-7.071457']",In bus
31002,195351,accelerometer,2017-06-30 19:05:23.178,"['-7.5068207', '-4.1526184', '-4.9238586']",In bus
31017,195366,accelerometer,2017-06-30 19:05:28.317,"['-3.8936157', '-4.0247803', '-3.1244965']",In bus
31031,195380,accelerometer,2017-06-30 19:05:58.607,"['-4.8062897', '-4.0585327', '-2.9819183']",In bus
31057,195406,accelerometer,2017-06-30 19:06:58.767,"['-9.843567', '-4.6430817', '-6.1999664']",In bus
31082,195431,accelerometer,2017-06-30 19:07:59.121,"['-8.726547', '-6.636017', '-7.094925']",In bus
31101,195450,accelerometer,2017-06-30 19:08:04.259,"['-8.062164', '-5.5644836', '-6.167404']",In bus
31124,195473,accelerometer,2017-06-30 19:08:58.689,"['-4.6627502', '-4.4520264', '-3.2229004']",In bus
31147,195496,accelerometer,2017-06-30 19:09:35.888,"['-8.03595', '-7.0789337', '-5.482315']",In bus
31164,195513,accelerometer,2017-06-30 19:09:59.044,"['-5.503723', '-7.3620605', '-5.5509033']",In bus
31180,195529,accelerometer,2017-06-30 19:10:29.314,"['-7.867752', '-3.9624023', '-6.762848']",In bus
31193,195542,accelerometer,2017-06-30 19:10:34.455,"['-5.860214', '-3.6156006', '-3.0820007']",In bus
31210,195559,accelerometer,2017-06-30 19:10:58.403,"['-4.7665405', '-6.9556427', '-4.4135284']",In bus
31226,195575,accelerometer,2017-06-30 19:11:19.788,"['-4.6961517', '-4.48674', '-2.5807648']",In bus
31244,195593,accelerometer,2017-06-30 19:13:01.832,"['-6.089096', '-7.0303345', '-5.1128845']",Walk
31289,195638,accelerometer,2017-06-30 19:30:03.266,"['0.89671326', '-5.6200256', '7.617447']",Meeting
31387,195736,accelerometer,2017-06-30 19:30:08.435,"['9.539886', '1.9840698', '2.3861237']",Meeting
31395,195744,accelerometer,2017-06-30 19:30:13.438,"['9.143539', '3.051773', '2.5399475']",Meeting
31400,195749,accelerometer,2017-06-30 19:30:18.468,"['3.421997', '-3.0013733', '-8.9904175']",Meeting
31410,195759,accelerometer,2017-06-30 19:30:58.811,"['1.1921539', '-9.6475525', '1.8085175']",Meeting
31447,195796,accelerometer,2017-06-30 19:31:58.852,"['9.76123', '1.6777344', '-0.87442017']",Meeting
31459,195808,accelerometer,2017-06-30 19:32:06.821,"['9.31604', '-3.8599396', '-0.13977051']",Meeting
31475,195824,accelerometer,2017-06-30 19:32:59.019,"['9.521454', '-3.3737946', '0.31069946']",Meeting
31496,195845,accelerometer,2017-06-30 19:33:58.435,"['0.64782715', '-4.8762665', '8.646957']",Meeting
31505,195854,accelerometer,2017-06-30 19:34:23.700,"['0.5771942', '-7.347687', '6.6160736']",Meeting
31512,195861,accelerometer,2017-06-30 19:34:28.750,"['0.9212494', '-7.28891', '6.480438']",Meeting
31538,195887,accelerometer,2017-06-30 19:36:17.937,"['-0.1836853', '-7.2666473', '-7.1128693']",Meeting
31556,195905,accelerometer,2017-06-30 19:36:22.948,"['8.646133', '1.1848907', '5.3992157']",Meeting
31621,195970,accelerometer,2017-06-30 19:42:01.982,"['-1.8505249', '-7.459015', '6.057266']",Meeting
32782,197131,accelerometer,2017-06-30 21:41:21.861,"['2.9204102', '-7.5718994', '-5.0382996']",Train
32798,197147,accelerometer,2017-06-30 21:41:26.867,"['-9.088913', '-0.62872314', '1.3350677']",Train
32807,197156,accelerometer,2017-06-30 21:41:36.706,"['-1.4954681', '-3.34375', '-8.037872']",Train
32825,197174,accelerometer,2017-06-30 21:41:58.699,"['-5.451523', '-7.999634', '0.076675415']",Train
32851,197200,accelerometer,2017-06-30 21:42:59.094,"['-8.512634', '-3.419159', '-2.368042']",Train
32868,197217,accelerometer,2017-06-30 21:43:30.940,"['-8.811905', '-3.6509247', '-0.011199951']",Train
32878,197227,accelerometer,2017-06-30 21:43:36.268,"['-8.93544', '-3.134018', '-2.320282']",Train
32889,197238,accelerometer,2017-06-30 21:43:58.440,"['-8.833939', '-3.0016174', '-1.7620697']",Train
32906,197255,accelerometer,2017-06-30 21:44:59.008,"['0.38494873', '-9.649841', '-1.5254059']",Train
32924,197273,accelerometer,2017-06-30 21:45:58.618,"['-8.5572815', '-3.1994934', '-2.5324097']",Train
32940,197289,accelerometer,2017-06-30 21:46:24.981,"['-8.648254', '-2.9455872', '-2.553238']",Train
32946,197295,accelerometer,2017-06-30 21:46:30.159,"['-8.83847', '-2.8227692', '-2.0498657']",Train
32956,197305,accelerometer,2017-06-30 21:46:58.542,"['-8.957825', '-2.5791626', '-1.8274384']",Train
32961,197310,accelerometer,2017-06-30 21:47:04.237,"['-8.327438', '-3.5879517', '-2.7691956']",Train
33042,197391,accelerometer,2017-06-30 22:03:19.415,"['-8.42572', '-3.2539673', '-1.6732483']",Walking&party
33168,197517,accelerometer,2017-06-30 22:03:24.420,"['-8.823151', '-3.182129', '-2.1078033']",Walking&party
33177,197526,accelerometer,2017-06-30 22:03:58.676,"['-8.465347', '-3.367447', '-1.8195343']",Walking&party
33192,197541,accelerometer,2017-06-30 22:04:59.025,"['-8.843277', '-3.4492035', '-1.141861']",Walking&party
33215,197564,accelerometer,2017-06-30 22:05:58.404,"['-8.830093', '-3.091156', '-1.6624756']",Walking&party
33224,197573,accelerometer,2017-06-30 22:06:05.907,"['-1.6273804', '-9.095581', '-3.2376251']",Walking&party
33241,197590,accelerometer,2017-06-30 22:06:58.954,"['-1.7729492', '-9.209061', '-2.5467682']",Walking&party
33260,197609,accelerometer,2017-06-30 22:07:58.476,"['-9.161224', '-2.6271667', '-1.1041565']",Walking&party
33267,197616,accelerometer,2017-06-30 22:08:23.468,"['5.0419006', '-5.37236', '-6.8046265']",Walking&party
33276,197625,accelerometer,2017-06-30 22:08:28.489,"['-1.0218964', '-9.305069', '-3.0845184']",Walking&party
33285,197634,accelerometer,2017-06-30 22:08:33.635,"['-0.6989136', '-9.477936', '-2.762619']",Walking&party
33293,197641,accelerometer,2017-06-30 22:08:51.843,"['-0.1129303', '-9.448959', '-3.2385864']",Walking&party
33303,197652,accelerometer,2017-06-30 22:08:58.565,"['-8.227127', '-4.8717194', '-1.4640045']",Walking&party
33322,197671,accelerometer,2017-06-30 22:09:35.776,"['-9.052155', '-3.0826569', '0.5514374']",Walking&party
33337,197686,accelerometer,2017-06-30 22:09:58.922,"['-9.178101', '-3.123001', '-0.73065186']",Walking&party
33349,197698,accelerometer,2017-06-30 22:11:00.842,"['-8.973511', '-2.735855', '-0.93714905']",Walking&party
33362,197711,accelerometer,2017-06-30 22:13:34.490,"['-2.000885', '-8.879135', '-2.9661255']",Walking&party
33396,197745,accelerometer,2017-06-30 22:13:58.612,"['-4.0433655', '-8.61087', '2.5198364']",Walking&party
33412,197761,accelerometer,2017-06-30 22:14:56.134,"['-9.114777', '-2.936493', '-0.62590027']",Walking&party
33427,197776,accelerometer,2017-06-30 22:16:53.549,"['-1.456192', '-8.719925', '-6.6196747']",Walking&party
33445,197794,accelerometer,2017-06-30 22:16:58.551,"['-4.662033', '-8.448181', '-1.5068512']",Walking&party
33456,197805,accelerometer,2017-06-30 22:17:04.908,"['-6.0591736', '-8.8016815', '-2.162262']",Walking&party
33473,197822,accelerometer,2017-06-30 22:17:59.405,"['-4.5805054', '-6.5002594', '-3.8823853']",Walking&party
33500,197849,accelerometer,2017-06-30 22:18:58.727,"['-7.4084167', '-7.3264923', '-2.8161163']",Walking&party
33523,197872,accelerometer,2017-06-30 22:20:04.359,"['-5.0642548', '-1.3757172', '-9.405319']",Walking&party
33538,197887,accelerometer,2017-06-30 22:20:09.462,"['5.774292', '-11.804489', '-2.209793']",Walking&party
33550,197899,accelerometer,2017-06-30 22:20:14.608,"['6.565338', '1.5944214', '7.0816193']",Walking&party
33572,197921,accelerometer,2017-06-30 22:20:58.543,"['5.039032', '2.6027374', '6.7967224']",Walking&party
33587,197935,accelerometer,2017-06-30 22:21:29.755,"['-10.184021', '-1.5914307', '0.93966675']",Walking&party
33600,197949,accelerometer,2017-06-30 22:21:37.793,"['-6.930771', '-5.795639', '-3.4832764']",Walking&party
33608,197957,accelerometer,2017-06-30 22:21:42.938,"['-8.644196', '-1.8374329', '-2.8907013']",Walking&party
33617,197966,accelerometer,2017-06-30 22:21:58.862,"['-9.254471', '-0.046920776', '-1.3342285']",Walking&party
33632,197981,accelerometer,2017-06-30 22:22:24.983,"['-8.344437', '-4.1969147', '1.7953491']",Walking&party
33649,197998,accelerometer,2017-06-30 22:22:58.591,"['-6.4175873', '-6.2504272', '-3.1074982']",Walking&party
33668,198017,accelerometer,2017-06-30 22:23:43.516,"['-5.8525543', '-6.5723267', '-3.4524994']",Walking&party
33674,198023,accelerometer,2017-06-30 22:23:48.847,"['-5.535675', '-6.2468414', '-4.8680725']",Walking&party
33685,198034,accelerometer,2017-06-30 22:23:59.183,"['-4.973999', '-7.1171265', '-4.1754303']",Walking&party
33698,198047,accelerometer,2017-06-30 22:24:58.958,"['-7.6692657', '-4.193207', '-3.0445251']",Walking&party
33717,198066,accelerometer,2017-06-30 22:25:54.859,"['-8.405243', '-2.93219', '-3.0470428']",Walking&party
33727,198076,accelerometer,2017-06-30 22:25:59.933,"['-8.842316', '-3.3175354', '-0.47088623']",Walking&party
33737,198086,accelerometer,2017-06-30 22:26:04.937,"['-9.555786', '-2.7344208', '-2.4908752']",Walking&party
33746,198095,accelerometer,2017-06-30 22:26:09.993,"['-7.8420105', '-3.1210785', '-3.0931396']",Walking&party
33756,198105,accelerometer,2017-06-30 22:27:01.974,"['-8.546509', '-3.0298615', '-2.704071']",Walking&party
33762,198111,accelerometer,2017-06-30 22:27:17.966,"['-8.529861', '-4.162567', '-0.62698364']",Walking&party
33779,198128,accelerometer,2017-06-30 22:27:58.805,"['-8.654724', '-2.9468994', '-2.605545']",Walking&party
33799,198148,accelerometer,2017-06-30 22:28:26.075,"['-8.6918335', '-3.0152588', '-2.2320557']",Walking&party
33805,198154,accelerometer,2017-06-30 22:28:31.212,"['-8.432541', '-3.2260742', '-2.9742584']",Walking&party
33816,198165,accelerometer,2017-06-30 22:28:37.546,"['-8.812256', '-3.0123901', '-1.4633942']",Walking&party
33822,198171,accelerometer,2017-06-30 22:28:42.555,"['-6.938919', '-3.7794952', '-3.5443115']",Walking&party
33835,198184,accelerometer,2017-06-30 22:28:59.442,"['-8.450623', '-3.3784637', '-2.6303406']",Walking&party
33847,198196,accelerometer,2017-06-30 22:29:35.499,"['-8.424637', '-3.1555634', '-2.8656921']",Walking&party
33860,198209,accelerometer,2017-06-30 22:29:58.894,"['-8.817535', '-1.5756226', '-2.6093903']",Walking&party
33881,198230,accelerometer,2017-06-30 22:30:31.713,"['-8.381073', '-3.0602722', '-3.367859']",Walking&party
33891,198240,accelerometer,2017-06-30 22:30:37.000,"['-8.303375', '-3.3717651', '-3.3647614']",Walking&party
33914,198263,accelerometer,2017-06-30 22:31:57.613,"['-9.096573', '-2.936737', '0.18824768']",Walking&party
33927,198276,accelerometer,2017-06-30 22:33:01.899,"['-8.778259', '-3.735199', '-0.6256714']",Walking&party
33948,198297,accelerometer,2017-06-30 22:44:20.487,"['-8.783646', '-2.1310883', '-3.237854']",Walking&party
34070,198419,accelerometer,2017-06-30 22:44:56.528,"['-8.378799', '-4.000473', '-1.9363708']",Walking&party
34083,198432,accelerometer,2017-06-30 22:45:18.496,"['-8.863373', '-3.5715485', '0.047348022']",Walking&party
34090,198439,accelerometer,2017-06-30 22:45:25.516,"['-8.434219', '-3.4947052', '-2.3260345']",Walking&party
34098,198447,accelerometer,2017-06-30 22:45:30.793,"['-8.145721', '-3.8207855', '-2.8982391']",Walking&party
34116,198465,accelerometer,2017-06-30 22:45:58.894,"['-8.413269', '-3.7367554', '-2.2519226']",Walking&party
34138,198487,accelerometer,2017-06-30 22:46:59.064,"['-8.453125', '-3.9664764', '-0.82307434']",Walking&party
34149,198498,accelerometer,2017-06-30 22:47:10.465,"['-8.392441', '-4.308136', '-1.0542297']",Walking&party
34181,198530,accelerometer,2017-06-30 22:49:46.861,"['-8.802078', '-3.3023224', '-1.0893097']",Walking&party
34192,198541,accelerometer,2017-06-30 22:49:51.962,"['-8.659042', '-3.5919037', '-1.0788879']",Walking&party
34201,198550,accelerometer,2017-06-30 22:51:01.857,"['-8.917969', '-2.8036194', '0.13006592']",Walking&party
34219,198568,accelerometer,2017-06-30 22:56:00.992,"['-8.317978', '-2.9714508', '-3.363556']",Walking&party
34286,198635,accelerometer,2017-06-30 22:56:13.921,"['-9.335876', '-2.1103668', '-0.26342773']",Walking&party
34298,198646,accelerometer,2017-06-30 22:56:32.512,"['-2.2595673', '-8.450455', '-3.284546']",Walking&party
34317,198666,accelerometer,2017-06-30 22:56:58.313,"['7.8828583', '-4.1005554', '-5.082596']",Walking&party
34327,198676,accelerometer,2017-06-30 22:57:25.617,"['1.3082733', '-1.3791809', '-9.988312']",Walking&party
34338,198687,accelerometer,2017-06-30 22:57:30.758,"['-6.9457397', '-4.9350433', '-1.6816254']",Walking&party
34347,198696,accelerometer,2017-06-30 22:57:58.872,"['-5.737747', '-6.5520935', '-4.296692']",Walking&party
34358,198707,accelerometer,2017-06-30 22:58:31.043,"['-8.877991', '-3.0484161', '-1.6077728']",Walking&party
34376,198725,accelerometer,2017-06-30 22:58:59.207,"['-4.5882874', '-7.8259277', '-3.13826']",Walking&party
34393,198742,accelerometer,2017-06-30 22:59:35.904,"['-8.643112', '-3.5683136', '-1.5129547']",Walking&party
34403,198752,accelerometer,2017-06-30 22:59:41.081,"['-0.30052185', '-8.842026', '-4.0132294']",Walking&party
34415,198764,accelerometer,2017-06-30 22:59:59.091,"['-3.4980927', '-4.147476', '-3.360321']",Walking&party
34426,198775,accelerometer,2017-06-30 23:00:34.363,"['2.951889', '-5.912369', '7.5596313']",Walking&party
34477,198826,accelerometer,2017-06-30 23:03:59.204,"['-5.8610535', '-5.0491333', '-5.663315']",Walking&party
34487,198836,accelerometer,2017-06-30 23:04:04.226,"['-5.472', '-5.5556335', '-5.621048']",Walking&party
